Group ID,group_convq
1_005,0.7894736842105262
1_018,0.6578947368421053
1_019,0.5526315789473684
1_020,0.5789473684210525
1_030,0.9473684210526315
1_033,0.3421052631578947
1_034,0.9473684210526315
1_035,0.631578947368421
1_042,0.6578947368421053
1_044,0.8421052631578948
1_046,0.3157894736842105
1_047,0.8157894736842105
1_059,0.6842105263157894
1_060,0.631578947368421
1_061,0.631578947368421
1_062,0.6052631578947368
1_065,0.8421052631578948
1_066,0.631578947368421
1_067,0.7368421052631579
1_068,0.5526315789473684
1_069,0.8157894736842105
1_071,0.631578947368421
1_072,0.5
1_073,0.7368421052631579
1_074,0.5526315789473684
1_075,0.5
1_076,0.6842105263157894
1_077,0.7368421052631579
1_078,0.5789473684210525
1_079,0.8157894736842105
1_080,0.6578947368421053
1_081,0.7894736842105262
1_082,0.6842105263157894
1_083,0.6578947368421053
1_084,0.8421052631578948
1_085,0.631578947368421
1_086,0.631578947368421
1_087,0.6578947368421053
1_088,0.8947368421052629
1_089,0.8421052631578948
1_090,0.7368421052631579
1_091,0.631578947368421
2_005,0.2894736842105262
2_006,0.4736842105263158
2_009,0.631578947368421
2_011,0.3421052631578947
2_020,0.5526315789473684
2_021,0.21052631578947367
2_022,0.5263157894736842
2_027,0.0
2_036,0.631578947368421
2_038,0.5526315789473684
2_042,0.26315789473684215
2_043,0.5789473684210525
2_044,0.15789473684210525
2_050,0.8421052631578948
2_052,0.3157894736842105
2_056,0.6842105263157894
2_057,0.26315789473684215
2_058,0.39473684210526316
2_059,0.4736842105263158
2_060,0.5263157894736842
2_061,0.39473684210526316
2_062,0.8157894736842105
2_063,0.9210526315789475
2_064,0.5263157894736842
2_065,0.26315789473684215
2_066,0.631578947368421
2_067,0.631578947368421
2_068,0.2894736842105262
2_069,0.23684210526315785
3_004,0.8421052631578948
3_006,0.4736842105263158
3_007,0.6842105263157894
3_010,0.7368421052631579
3_012,0.13157894736842102
3_013,0.23684210526315785
3_016,0.39473684210526316
3_021,0.6052631578947368
3_023,0.5526315789473684
3_024,0.368421052631579
3_027,0.8947368421052629
3_028,0.6842105263157894
3_029,0.631578947368421
3_031,0.8684210526315789
3_033,0.42105263157894735
3_035,0.631578947368421
3_037,0.368421052631579
3_041,0.5263157894736842
3_042,0.8157894736842105
3_043,0.6578947368421053
3_046,0.6578947368421053
3_047,0.13157894736842102
3_048,0.7894736842105262
3_050,0.9210526315789475
3_051,0.7368421052631579
3_052,0.39473684210526316
3_054,0.8157894736842105
3_055,0.5789473684210525
3_058,0.7368421052631579
3_059,0.26315789473684215
3_060,0.6052631578947368
3_061,0.631578947368421
3_062,0.7631578947368419
3_063,0.8684210526315789
3_064,0.6842105263157894
3_065,0.7368421052631579
3_066,0.6842105263157894
3_067,0.23684210526315785
3_068,0.4473684210526315
3_069,0.3157894736842105
3_070,0.42105263157894735
3_071,0.39473684210526316
3_072,0.7368421052631579
3_073,0.7894736842105262
