31_35,31_20,35_31,35_20,20_31,20_35
0.7596073796641413,-0.3235571294745337,0.7596073796641413,-0.40799124474064796,-0.3235571294745337,-0.40799124474064796
0.2809683250501519,0.19862787281872282,0.2809683250501519,0.696258068343532,0.19862787281872282,0.696258068343532
-0.48262261836155484,0.42116811163856926,-0.48262261836155484,0.33575849666774527,0.42116811163856926,0.33575849666774527
0.4201395127462087,-0.3770432327419705,0.4201395127462087,-0.6989883526138642,-0.3770432327419705,-0.6989883526138642
0.21517380530376903,0.40829482294145175,0.21517380530376903,0.6013939319645691,0.40829482294145175,0.6013939319645691
-0.17767401691713453,0.6816717411223241,-0.17767401691713453,-0.5666809362313314,0.6816717411223241,-0.5666809362313314
0.4129692286355249,-0.14180273596942936,0.4129692286355249,-0.5579283996277122,-0.14180273596942936,-0.5579283996277122
-0.3406283780141482,-0.19542375254254465,-0.3406283780141482,-0.43601544735235476,-0.19542375254254465,-0.43601544735235476
0.4888724494540032,0.11506612036856353,0.4888724494540032,-0.011129248092321867,0.11506612036856353,-0.011129248092321867
0.7916380732210823,0.7847914646884036,0.7916380732210823,0.8621227352817808,0.7847914646884036,0.8621227352817808
-0.22443931950162882,-0.17108969650880715,-0.22443931950162882,-0.45423518439531385,-0.17108969650880715,-0.45423518439531385
0.6600636708935702,0.6628501200795076,0.6600636708935702,0.3802174176442292,0.6628501200795076,0.3802174176442292
0.7007246862369451,0.6051539831263237,0.7007246862369451,0.8945489313579206,0.6051539831263237,0.8945489313579206
-0.188644796835102,-0.27054424189660625,-0.188644796835102,-0.34910776083052336,-0.27054424189660625,-0.34910776083052336
-0.05959649353020508,-0.0581296608102541,-0.05959649353020508,-0.11384117779678701,-0.0581296608102541,-0.11384117779678701
0.06744183080764474,-0.08482334792213728,0.06744183080764474,-0.0964577028281579,-0.08482334792213728,-0.0964577028281579
-0.012581956086579325,-0.13323268850536624,-0.012581956086579325,-0.16456172664462915,-0.13323268850536624,-0.16456172664462915
0.02279107671862279,-0.061487975141684505,0.02279107671862279,-0.26497863020114365,-0.061487975141684505,-0.26497863020114365
0.1579275374835265,-0.02577523812624759,0.1579275374835265,-0.1583201235428688,-0.02577523812624759,-0.1583201235428688
0.018975745178149653,0.4170010527823041,0.018975745178149653,-0.060903392869413334,0.4170010527823041,-0.060903392869413334
0.28098456778875774,0.07240632499973364,0.28098456778875774,0.1070493011650304,0.07240632499973364,0.1070493011650304
-0.07031945434947288,0.02467745579106135,-0.07031945434947288,0.45447765074260127,0.02467745579106135,0.45447765074260127
-0.0416380379895913,-0.20233635200593852,-0.0416380379895913,-0.09768295411272243,-0.20233635200593852,-0.09768295411272243
0.010735422329099806,0.15780569989353332,0.010735422329099806,-0.1714587400592986,0.15780569989353332,-0.1714587400592986
0.37700657683525074,-0.018196537247047805,0.37700657683525074,-0.1743306517678444,-0.018196537247047805,-0.1743306517678444
0.06721612413451034,-0.01735428737088142,0.06721612413451034,-0.09538074289361881,-0.01735428737088142,-0.09538074289361881
0.0643319791912638,0.040389310759697164,0.0643319791912638,0.5689068533426835,0.040389310759697164,0.5689068533426835
0.027152494525868758,0.026598220642452385,0.027152494525868758,0.4849574343350526,0.026598220642452385,0.4849574343350526
0.01847307492194735,-0.11320735346429196,0.01847307492194735,0.25246436241208303,-0.11320735346429196,0.25246436241208303
0.2749861566800271,0.02282567157031781,0.2749861566800271,0.12584016701613077,0.02282567157031781,0.12584016701613077
0.6444641756377357,0.146856647336997,0.6444641756377357,-0.061186185068157414,0.146856647336997,-0.061186185068157414
0.34666140692933267,0.40227066674129003,0.34666140692933267,0.24090106290894636,0.40227066674129003,0.24090106290894636
-0.006223587640049105,0.00871976930718036,-0.006223587640049105,-0.2324586740886232,0.00871976930718036,-0.2324586740886232
0.057838716081875914,-0.1510743461611969,0.057838716081875914,-0.12750099315080576,-0.1510743461611969,-0.12750099315080576
0.007660447030462862,-0.14559170788501113,0.007660447030462862,-0.24516209058967786,-0.14559170788501113,-0.24516209058967786
0.04588667197201941,-0.06902727156344919,0.04588667197201941,-0.2302521118977825,-0.06902727156344919,-0.2302521118977825
0.32181085480648525,-0.031548316883731366,0.32181085480648525,-0.11438982067028652,-0.031548316883731366,-0.11438982067028652
0.09612752079213571,0.2230259818241319,0.09612752079213571,-0.21161160099608717,0.2230259818241319,-0.21161160099608717
0.24667143840605893,0.04421029280462164,0.24667143840605893,0.06369182241718147,0.04421029280462164,0.06369182241718147
-0.0471522597634107,0.029241625116494665,-0.0471522597634107,0.1513591922334353,0.029241625116494665,0.1513591922334353
